name,population,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10
Belgium,11589623.0,1.725681672302887e-05,6.902726689211548e-05,0.00011216930869968764,0.00019845339231483198,0.00043142041807572173,0.0009404965114050733,0.0014582010130959394,0.001725681672302887,0.0020621895984019494,0.002303785032524354,0.0027093202255155323,0.0027093202255155323,0.004823280274086569,0.005944973361083445,0.007644769808301788,0.009128856046482272,0.010725111593362441,0.012821814825210448,0.01548799300891841,0.01947431767193808,0.02428896953766313,0.02934521683751059,0.03229613249714852,0.03683467529530512,0.04259845208079676,0.0537981261340425,0.06284932650527114,0.07881188197407284,0.0934974330053704,0.10266943109366025,0.1102279168183469,0.12048709436018755,0.13242881153252353,0.14469840822259705,0.15903019451107253,0.16990198904658071,0.17959169163656144,0.19149889517545135,0.2019306408845223,0.2155635260957151,0.23009376577650542
Russia,145934462.0,1.3704782082247303e-06,2.0557173123370956e-06,2.0557173123370956e-06,2.0557173123370956e-06,2.7409564164494606e-06,8.908108353460747e-06,8.908108353460747e-06,1.1649064769910208e-05,1.1649064769910208e-05,1.3704782082247304e-05,1.3704782082247304e-05,1.9186694915146225e-05,3.083575968505643e-05,4.042910714262955e-05,4.317006355907901e-05,6.167151937011286e-05,7.811725786880964e-05,0.00010073014830451768,0.0001363625817183607,0.00017336549334042838,0.00020968316585838375,0.000251482751209238,0.00030013472760121595,0.00033919335653562075,0.0004508873305059363,0.0005756008474543867,0.0007099077118604103,0.0008661422275980295,0.001051156785708368,0.0012580989951503025,0.0016014037863105973,0.0019029089921200383,0.0024312283413906715,0.002843057042962203,0.0032418662015555994,0.003692753532061536,0.004346471637384732,0.005137237563530402,0.00594239351086243,0.006942157363762372,0.008165994403707057
Canada,37742154.0,6.358937542356485e-05,7.153804735151047e-05,7.948671927945607e-05,8.743539120740167e-05,9.803362044466249e-05,0.0001298283081564449,0.00014307609470302093,0.00016957166779617294,0.00020401591281727057,0.00020931502743590097,0.00028615218940604187,0.0003099982051898787,0.0005060654460792036,0.0005193132326257796,0.0006623893273288006,0.0010942671687471787,0.001245291935378145,0.001716913136436251,0.002095799831668325,0.0024720369695910836,0.003356989110902361,0.003857755442362935,0.005497831416829045,0.007357820647968317,0.008579266567562626,0.01067506639923095,0.012370783077192679,0.01473948731172047,0.016604775657478373,0.01956698072929277,0.022558330931509635,0.025295323632032234,0.029863160433291645,0.03291810001093207,0.0343515105152716,0.041711980720549234,0.0438501734691666,0.0473184439870602,0.05068073221258119,0.05468951242157509,0.05841214044116295
Israel,8655535.0,0.00011553300864706804,0.00011553300864706804,0.00013863961037648164,0.00017329951297060205,0.00023106601729413608,0.0004274721319941517,0.0004967919371823926,0.0007047513527471149,0.0007047513527471149,0.0008664975648530102,0.0009127107683118374,0.0011553300864706802,0.0014557159089530571,0.0017907616340295546,0.002460853084182549,0.002518619588506083,0.002888325216176701,0.003512203462870868,0.004933259469229805,0.006111696157429899,0.008225950215671244,0.010201564663536106,0.012373585226100988,0.014302986470507022,0.027369769748490418,0.031113039228655423,0.03506426812438515,0.04181139582937392,0.049066868772409795,0.054242747559798445,0.061902586033099054,0.07038270886779384,0.07922098402929455,0.08581791882304213,0.09070496508881311,0.09739432628947835,0.10287059089934937,0.10684492639680852,0.10864724133170277,0.11516330301939741,0.1202467553998684
Iran,83992949.0,0.0011643834531872431,0.0017870547681329775,0.0027811858350157465,0.0034788634460256895,0.00418249393767565,0.005651664879631741,0.006932724793363309,0.007817322856469773,0.008525715652631747,0.009574613221402668,0.010715185152029846,0.01199505448963341,0.013529707118629684,0.015154843533354211,0.01659425007211022,0.017847926734897712,0.01925042541368562,0.02066959215826557,0.02191493478815704,0.023387677458497142,0.024537773998148344,0.025761686257735752,0.02744158917434843,0.029539384311890272,0.03216579525026559,0.03501008162006551,0.03849370737060322,0.04215591954034142,0.04560978088767904,0.049402956431497606,0.05310564818958791,0.056663089660061824,0.06008599602807136,0.06331841021560036,0.06636628510328885,0.06932248562912108,0.07202985574420062,0.07451696927559956,0.07689454980322218,0.0788399511963796,0.08118776732080213
Austria,9006398.0,0.0001554450513956856,0.00019985792322302432,0.0002331675770935284,0.0003219933207482059,0.00045523193623022215,0.0006106769876259077,0.0008771542185899402,0.0011547346675108072,0.0014545215523453438,0.002020785668143913,0.0027313916173813324,0.0033531718229640748,0.005596021850244682,0.007272607761726719,0.00954876744287783,0.01130307588005771,0.014789486318503802,0.01827589675694989,0.02235077774710822,0.02651448448092123,0.031244455330532803,0.03977172672138185,0.04967579713887839,0.058658300465957644,0.06204478194279222,0.07671213286377085,0.08501733989548318,0.09183471572097969,0.09757507940466321,0.10679075030883602,0.11303075880057709,0.11892656753565631,0.12356771264161323,0.12795348373456292,0.13080701074946943,0.1338048795978148,0.13653627121519613,0.1403335717564336,0.1436978467973545,0.14705101862031858,0.15050411940489417
Germany,83783942.0,0.0001551609973185554,0.00018977383518192542,0.0002339350421110527,0.0003127090869035501,0.0005752892362118746,0.0007996759092571701,0.0009536433604425058,0.0012412879785484432,0.0014036102526663163,0.00173899671610104,0.002277286022183105,0.002480188864830447,0.004386282039582239,0.0054724090208121265,0.006916599842007911,0.008679467480773344,0.011048656555214363,0.014712843184198708,0.01828512676092514,0.023689503652143746,0.026512240257208233,0.029687072971572526,0.03467967644683035,0.0393703127503836,0.04454672233015725,0.05244203000140528,0.06071688534301716,0.0688616441561081,0.07411324714227459,0.07983033312039675,0.08570616073423712,0.09294382448608111,0.10120555082022759,0.1088024719581707,0.11469023503334326,0.11950141949635171,0.12338163797544881,0.12850075734082791,0.13522400270925425,0.14105447557003226,0.1458167246415787
Spain,46754778.0,0.00017966078247660591,0.0002566582606808656,0.0003529051084361902,0.0004748177822596014,0.0005539540793028683,0.0008555275356028853,0.0010694094195036067,0.0014394250786518546,0.0022949526142547402,0.0036252979321172263,0.004870090496419425,0.004870090496419425,0.011190300165685741,0.013669191200095101,0.01667850930657825,0.021264136897409715,0.025126843720656742,0.02975097005059034,0.03841960280508657,0.04365329250413722,0.05427038922096903,0.061529540360559506,0.07514953872735744,0.0853067893938027,0.10590361481344218,0.12359378543087082,0.14056103528071506,0.15663639767469328,0.17134077719286786,0.18812194980371846,0.2051619194940889,0.22268953987975307,0.23968673319334335,0.25494506679082085,0.2698504952798621,0.2815669448799436,0.2923230648213109,0.3035882236463619,0.3170157283176492,0.3277141001503633,0.3385172741061887
Netherlands,17134872.0,5.836051766246051e-05,0.00010504893179242892,0.00014006524238990522,0.0002217699671173499,0.0004785562448321761,0.0007470146260794945,0.0010971777320542577,0.0015465537180552036,0.0018733726169649825,0.0022293717747059916,0.0029355340384217632,0.0029355340384217632,0.004703857723594317,0.005614281799128701,0.006641426909988005,0.008263849301004407,0.009985484572046992,0.012010594534934372,0.014397539707329007,0.017525663454036892,0.021243228429135626,0.024610630298259595,0.027802950614396187,0.032565168855652964,0.037572501271092074,0.04358363459032551,0.0504643396227296,0.05730419229276997,0.06378804580506933,0.06896462372172958,0.07392526772303873,0.07993056499050591,0.08630353351924659,0.09233217499377877,0.09761963789399769,0.10477463735941535,0.11045311572797276,0.11502274426094342,0.12070122262950082,0.12782704183608723,0.13568236751345442
US,331002651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002694842465174093,0.0003667644341615862,0.00048217136484505075,0.0006380613549829243,0.0008030147166404417,0.0010365475894632639,0.0013791430329057998,0.001919319975476571,0.0023307970424684,0.004111145321310432,0.005747688105374117,0.007684228486738011,0.010200824645359109,0.013167870368506506,0.01621104841241891,0.019849085740403935,0.025304631170461535,0.030688575965513942,0.03665015963875166,0.042524432833016795,0.0488452281308164,0.056802566212679664,0.06441458983964451,0.07354654087045363,0.08320960547231387,0.0932599781504469,0.10178528751420785,0.11072630351833647,0.11965553713948955,0.12957267825628382,0.13935658781173932,0.14996012826495458
Italy,60461826.0,0.0028017678460455363,0.0033674140109496526,0.0041381482590353786,0.005109008781838643,0.00638088568479556,0.007667648013144691,0.009730106398043618,0.012197779140841693,0.01516990241082034,0.016785798033952862,0.020611352359751756,0.020611352359751756,0.029208512491832452,0.03499232722478478,0.04092995802012331,0.04627713360823737,0.05210891248967572,0.05906702189245823,0.06786927010772054,0.07776973192969726,0.08861459129600222,0.09781047631608082,0.10573117656089315,0.11441268743686306,0.12302969480280004,0.13328906077034458,0.14306216950841016,0.1529427840965306,0.16157136901555041,0.16826981044204653,0.17497321367700672,0.1828823363687362,0.19060291033883098,0.19818620760808647,0.2061333708313738,0.2132717592750176,0.21922427549574833,0.22425058746985246,0.23059508655924482,0.23754823415356327,0.24408293590074503
Portugal,10196709.0,0.0,1.961417159203033e-05,1.961417159203033e-05,4.903542898007583e-05,7.845668636812132e-05,0.00012749211534819716,0.0001961417159203033,0.00029421257388045495,0.00029421257388045495,0.0004020905176366218,0.0005786180619648947,0.0005786180619648947,0.0010983936091536986,0.001657397499526563,0.0024027360200237157,0.003246145398481019,0.004393574436614795,0.004393574436614795,0.007698562349871906,0.010003227511935468,0.012553069818899412,0.015691337273624265,0.02020259673979124,0.02316433665018782,0.02937222195906542,0.034756312061077745,0.041856642177392725,0.050702633565398406,0.05846984551584241,0.06284380578086518,0.07299413957974088,0.08091826490292113,0.088597213081201,0.09695285017940591,0.1032097709172636,0.11060431360745904,0.1150371163872579,0.12201976147402067,0.12887491444543528,0.13686768936918764,0.15173523143594664
Turkey,84339067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.185690138118317e-06,1.185690138118317e-06,5.928450690591586e-06,5.928450690591586e-06,7.114140828709902e-06,2.1342422486129706e-05,5.57274364915609e-05,0.00011619763353559509,0.00022765250651871687,0.0004256627595844758,0.0007944123925392724,0.00146551301071424,0.0018129202211829066,0.0022196119385574898,0.0028847841060418654,0.004302869511231372,0.0067560624069981715,0.008776478402351783,0.010928506003036529,0.01283746712540702,0.016043573258878948,0.018590435675557095,0.02150249065477568,0.02480582337957331,0.028378307765723802,0.03209544634872472,0.03582799890352119,0.04044270492107768,0.04532419121971079,0.05013335041991868,0.055761821505566335
Sweden,10099265.0,0.00013862394936661233,0.00014852566003565606,0.00020793592404991847,0.0003465598734165308,0.0009307608028901114,0.0010000727775734176,0.0015941754177160419,0.002010047265815879,0.0024556242459228468,0.0035151072875105266,0.004950855334521869,0.005931124690757198,0.008059992484601602,0.009515543952951032,0.0101195483037627,0.010921586867955243,0.011783035696162047,0.01266428794570694,0.01424856165275394,0.016228903786562686,0.01745671590952411,0.01914990843393059,0.020258900028863488,0.022635310589433983,0.02501172115000448,0.028120858300084213,0.03038835004329523,0.03413119667619376,0.036636329475461825,0.039884090574908174,0.04391408681720897,0.04898376267975937,0.055132725005235535,0.06070738811190716,0.0637967218406488,0.06762868386956872,0.07135172708112916,0.07617386017695346,0.08336250212267923,0.0905115372257288,0.0958980678296886
United Kingdom,67886011.0,5.3030071246931856e-05,5.892230138547985e-05,7.51259342664868e-05,0.00012668294797878166,0.00017087467401789155,0.00024158143568046733,0.0003049229096698582,0.0004036177644905369,0.0004743245261531127,0.0005656540933006065,0.0006761334083983812,0.0006761334083983812,0.0011813921427788708,0.0016851778196247237,0.0016866508771593604,0.002284712236221981,0.0028871927678885126,0.0038918180065109437,0.004000824264074081,0.005912852944032902,0.007463982528005659,0.008462715536489543,0.009907784977968436,0.012026041712776436,0.014200274633900643,0.017399755599132198,0.02172023334822251,0.025501572039635677,0.029137078035119782,0.03307456082520447,0.0375349790400853,0.04399286327193389,0.05033879513115007,0.056991122957570736,0.06257106489877569,0.07134901474767755,0.07700997485328752,0.0824160960054053,0.0905547388842747,0.09703324592160821,0.10989745737159311
Brazil,212559417.0,9.409133823508745e-07,9.409133823508745e-07,9.409133823508745e-07,1.881826764701749e-06,1.881826764701749e-06,6.1159369852806855e-06,6.1159369852806855e-06,9.409133823508746e-06,1.1761417279385932e-05,1.4584157426438557e-05,1.787735426466662e-05,2.4463747941122742e-05,7.103896036749104e-05,7.103896036749104e-05,7.621398397042085e-05,9.409133823508746e-05,0.00015101659786731538,0.00017500988911726267,0.0002921536052199466,0.0003730721561021218,0.0004803362816901215,0.0007273260445572261,0.0009051586738215414,0.0010571161850712078,0.001201546389262067,0.0014043132231586805,0.001607550513746469,0.001836662922348907,0.002002263677642661,0.0021542211888923276,0.0026896009034499753,0.00321604194087529,0.003784353623815218,0.00426045579528476,0.00487393132057753,0.005236182972782617,0.0057212238213844935,0.0066023892039560874,0.007607284696306822,0.008511502456746011,0.009238828501303238
"Korea, South",51269185.0,0.007287028260737906,0.008455371389266282,0.010115237837309096,0.010963700710280454,0.011874579242872692,0.012859576371264728,0.013733395605957068,0.01426587920209771,0.01458575945765473,0.01465402658536507,0.015126045011247985,0.015348400798647374,0.015562954628594155,0.015771656990451476,0.01591989418205107,0.01606423039492436,0.016228071501429173,0.016409467012202358,0.016705941395401547,0.016875633969995817,0.017162355906379243,0.017478335183209952,0.017478335183209952,0.017626572374809548,0.017821621311124802,0.018024472204892665,0.018201966736939548,0.01848673818395982,0.018691539567090836,0.018843677737416735,0.019087488907810805,0.019284488333489207,0.019458081886809787,0.019625823972040903,0.019809169972177246,0.0199671596105926,0.02005883261066077,0.02015050561072894,0.020253881546976025,0.020329950632138973,0.02038261384494409
China,1439323776.0,0.005553441229334629,0.005567614551793522,0.0055762991856531385,0.0055849838195127545,0.005595474857215171,0.005606104849059341,0.005611663014729495,0.0056153452994859715,0.005617915951108418,0.005619791832022096,0.00562215405243191,0.005622918300211557,0.005623821502132957,0.005626044768401019,0.00562785117224382,0.0056299354843701264,0.00563167241114205,0.005634729402260635,0.00563848116408799,0.00564501200875042,0.005648833247648651,0.005657865266862652,0.005662242322327898,0.005668703689919453,0.005673567084880838,0.005681973810456946,0.005689963673607793,0.005697050334837239,0.005705596014555102,0.005710876271941748,0.0057165039146827796,0.005722201034494688,0.0057271339065269496,0.0057326225951262275,0.005734845861394288,0.005738945008576027,0.0057433220640412735,0.005747004348797751,0.005753326762247552,0.005758468065492444,0.005762497735603306
Switzerland,8654622.0,0.0003119720306675439,0.00048528982548284605,0.0006470531006437947,0.001039906768891813,0.0013172152405962964,0.002472667206031644,0.003096611267366732,0.0038938731235171214,0.0043213903507282,0.0056732691502875575,0.007533546814638468,0.007533546814638468,0.01316059788630861,0.015702592210266375,0.02541994323957765,0.02541994323957765,0.03119720306675439,0.03498708551338233,0.04708466759149042,0.061169627050147314,0.07597096672737412,0.08635847989663789,0.10162200036003884,0.11412399062604929,0.12590960067348983,0.13647043163756892,0.14937683009148175,0.16264141865467954,0.17134197195440773,0.18397106193661605,0.19186279886053947,0.2053007052185526,0.21753694153251293,0.2265379123432543,0.23692542551251805,0.2438003647068584,0.25023623215433327,0.25712272586832796,0.2689892175533489,0.2778977522068555,0.2836750120340322
France,65273511.0,0.00019916195407352914,0.00029261487098495437,0.0003125310663923073,0.0004412203290244338,0.000582165711907239,0.0010050018605556549,0.0014692024150501112,0.001740369075596378,0.0018675263231971695,0.002748434966214702,0.0035129104668507874,0.0035129104668507874,0.0056393473303435445,0.006887939580881439,0.006943092122009493,0.010238456454410733,0.011819495966748288,0.013978105145899079,0.01680620489374319,0.019545447769769884,0.022157533398195785,0.0248845201539718,0.030828738475550975,0.03465724403885674,0.03921958480217189,0.04527257619097584,0.05117236607664631,0.05837743276901407,0.06236526789557865,0.0692011189653947,0.08093175806032557,0.08847233604455565,0.0918121288128656,0.0998904440730942,0.13918050156670753,0.14366164553336191,0.15161280354598974,0.16862123442386912,0.174586900955887,0.18197427743698358,0.19292818491102767
